2016-11-01,1086
2016-11-02,956
2016-11-03,1164
2016-11-04,904
2016-11-05,627
2016-11-06,642
2016-11-07,935
2016-11-08,985
2016-11-09,1123
2016-11-10,774
2016-11-11,881
2016-11-12,643
2016-11-13,689
2016-11-14,945
2016-11-15,1090
2016-11-16,1064
2016-11-17,1107
2016-11-18,1143
2016-11-19,772
2016-11-20,713
2016-11-21,1003
2016-11-22,1011
2016-11-23,1105
2016-11-24,963
2016-11-25,872
2016-11-26,638
2016-11-27,663
2016-11-28,952
2016-11-29,1039
2016-11-30,975
2016-12-01,1057
2016-12-02,1116
2016-12-03,706
2016-12-04,654
2016-12-05,896
2016-12-06,1009
2016-12-07,1093
2016-12-08,1113
2016-12-09,953
2016-12-10,663
2016-12-11,656
2016-12-12,935
2016-12-13,1097
2016-12-14,967
2016-12-15,1006
2016-12-16,912
2016-12-17,708
2016-12-18,681
2016-12-19,956
2016-12-20,1021
2016-12-21,1319
2016-12-22,1260
2016-12-23,1375
2016-12-24,874
2016-12-25,701
2016-12-26,939
2016-12-27,1187
2016-12-28,1406
2016-12-29,1069
2016-12-30,923
2016-12-31,802
2017-01-01,1093
2017-01-02,1254
2017-01-03,1358
2017-01-04,2052
2017-01-05,1845
2017-01-06,1619
2017-01-07,1193
2017-01-08,1051
2017-01-09,1197
2017-01-10,1177
2017-01-11,1617
2017-01-12,1487
2017-01-13,1188
2017-01-14,934
2017-01-15,864
2017-01-16,1140
2017-01-17,1376
2017-01-18,1194
2017-01-19,1179
2017-01-20,1110
2017-01-21,1077
2017-01-22,1061
2017-01-23,1316
2017-01-24,1293
2017-01-25,1246
2017-01-26,1278
2017-01-27,1156
2017-01-28,922
2017-01-29,943
2017-01-30,1176
2017-01-31,1332
2017-02-01,1141
2017-02-02,1244
2017-02-03,1287
2017-02-04,1006
2017-02-05,982
2017-02-06,1177
2017-02-07,1301
2017-02-08,1461
2017-02-09,1732
2017-02-10,1467
2017-02-11,1059
2017-02-12,923
2017-02-13,1259
2017-02-14,1108
2017-02-15,1045
2017-02-16,1148
2017-02-17,1095
2017-02-18,948
2017-02-19,859
2017-02-20,1069
2017-02-21,1424
2017-02-22,1362
2017-02-23,1767
2017-02-24,1748
2017-02-25,1256
2017-02-26,1033
2017-02-27,1501
2017-02-28,1318
2017-03-01,1466
2017-03-02,1779
2017-03-03,1650
2017-03-04,1140
2017-03-05,1097
2017-03-06,1392
2017-03-07,1489
2017-03-08,1558
2017-03-09,1511
2017-03-10,2462
2017-03-11,1362
2017-03-12,1102
2017-03-13,1736
2017-03-14,1708
2017-03-15,1498
2017-03-16,1538
2017-03-17,1991
2017-03-18,1639
2017-03-19,1624
2017-03-20,1783
2017-03-21,1825
2017-03-22,1862
2017-03-23,1685
2017-03-24,1754
2017-03-25,1480
2017-03-26,1226
2017-03-27,1714
2017-03-28,1715
2017-03-29,1413
2017-03-30,1296
2017-03-31,1263
2017-04-01,1082
2017-04-02,1044
2017-04-03,1588
2017-04-04,1383
2017-04-05,1344
2017-04-06,1475
2017-04-07,1061
2017-04-08,956
2017-04-09,990
2017-04-10,1247
2017-04-11,1316
2017-04-12,1304
2017-04-13,1374
2017-04-14,1148
2017-04-15,830
2017-04-16,824
2017-04-17,1154
2017-04-18,1207
2017-04-19,1228
2017-04-20,1348
2017-04-21,1206
2017-04-22,1009
2017-04-23,763
2017-04-24,1148
2017-04-25,1236
2017-04-26,1407
2017-04-27,1436
2017-04-28,1280
2017-04-29,895
2017-04-30,1044
2017-05-01,1738
2017-05-02,1567
2017-05-03,1354
2017-05-04,1747
2017-05-05,1348
2017-05-06,1067
2017-05-07,1209
2017-05-08,1733
2017-05-09,2104
2017-05-10,1739
2017-05-11,1859
2017-05-12,1767
2017-05-13,1381
2017-05-14,1092
2017-05-15,1608
2017-05-16,1809
2017-05-17,2029
2017-05-18,2033
2017-05-19,2048
2017-05-20,1695
2017-05-21,1567
2017-05-22,2467
2017-05-23,2207
2017-05-24,2243
2017-05-25,2799
2017-05-26,2127
2017-05-27,1912
2017-05-28,1355
2017-05-29,1534
2017-05-30,1812
2017-05-31,1703
2017-06-01,1744
2017-06-02,1829
2017-06-03,1489
2017-06-04,1335
2017-06-05,1850
2017-06-06,2804
2017-06-07,2132
2017-06-08,1890
2017-06-09,1904
2017-06-10,1651
2017-06-11,1614
2017-06-12,2359
2017-06-13,1779
2017-06-14,2231
2017-06-15,2579
2017-06-16,1837
2017-06-17,1355
2017-06-18,1269
2017-06-19,1708
2017-06-20,1898
2017-06-21,1827
2017-06-22,1599
2017-06-23,1604
2017-06-24,1249
2017-06-25,1248
2017-06-26,1870
2017-06-27,1718
2017-06-28,1595
2017-06-29,1543
2017-06-30,1729
2017-07-01,1424
2017-07-02,1446
2017-07-03,1863
2017-07-04,1800
2017-07-05,1656
2017-07-06,1753
2017-07-07,1917
2017-07-08,1467
2017-07-09,1346
2017-07-10,2099
2017-07-11,2070
2017-07-12,2327
2017-07-13,1930
2017-07-14,1969
2017-07-15,1462
2017-07-16,1682
2017-07-17,2103
2017-07-18,2140
2017-07-19,2000
2017-07-20,2686
2017-07-21,2173
2017-07-22,1673
2017-07-23,1720
2017-07-24,2040
2017-07-25,2664
2017-07-26,2647
2017-07-27,2522
2017-07-28,2952
2017-07-29,1948
2017-07-30,1810
2017-07-31,3151
2017-08-01,4452
2017-08-02,4035
2017-08-03,3071
2017-08-04,2879
