date,Tax_rel,Dip_rel,Correction_rel,Bubble_rel,Bots_rel,Airdrop_rel,Github_rel,Launch_rel,Flippening_rel,Shilling_rel,Marketcap_rel,FOMO_theme_rel,FUD_theme_rel,Fees_rel,(De-)centralisation_rel,Hodling_rel,Whales_rel,Rebranding_rel,Roadmap_rel,Bug_rel,Fork_rel,Wallet_rel,Open_source_rel,Partnerships_rel,Whitepaper_rel,Pump_and_dump_rel,Ban_rel,Community_rel,ICO_rel,Bottom_rel,ETF_rel,Volume_rel,Leverage_rel,Stablecoin_rel,FOMO_rel,Hopeful_rel,Negative_rel,Bearish_rel,Pessimistic/Doubtful_rel,Sad_rel,Fearful/Concerned_rel,Angry_rel,Uncertain_rel,Mistrustful_rel,Panicking_rel,Stressed_rel,Disappointed_rel,Annoyed/Frustrated_rel,Capitulating_rel,Positive_rel,Bullish_rel,Optimistic_rel,Happy_rel,Euphoric/Excited_rel,Trustful_rel,Regulation/Politics_rel,Adoption_rel,Learning_rel,Problems_and_issues_rel,Price_rel,Cheap_rel,Expensive_rel,Volatility_rel,Crash_rel,Recovery_rel,Investing/Trading_rel,Buying_rel,Selling_rel,Going_short_rel,Waiting_rel,Portfolio_rel,Strategy_rel,Due_diligence_rel,Getting_rich_rel,Short_term_trading_rel,Technical_analysis_rel,Long_term_investing_rel,Risk_rel,Institutional_money_rel,Banks_rel,Hacks_rel,Scam/Fraud_rel,Market_manipulation_rel,Announcements_rel,Progress_rel,Marketing_rel,Exchanges_rel,Listing_rel,Governance_rel,Use_case/Applications_rel,Market_potential_rel,Business_model_rel,Vision/Mission_rel,Competition_rel,Team_rel,Token_economics_rel,Transparency_rel,Technology_rel,Scaling_rel,Security_rel,Privacy_rel,Mining_rel,Prediction_rel,Warning_rel,Announcement_rel,Rumor_rel,Advice/Support_rel,Newbie_comment_rel,Spam_rel,Price_report_rel,News_headline_rel,Good_news_rel,Bad_news_rel
2016-11-01,0.0,0.0009208103130755065,0.001841620626151013,0.0009208103130755065,0.0009208103130755065,0.0,0.0,0.011049723756906077,0.0,0.0,0.007366482504604052,0.0009208103130755065,0.0009208103130755065,0.0027624309392265192,0.003683241252302026,0.001841620626151013,0.0,0.0,0.0,0.0,0.0055248618784530384,0.008287292817679558,0.0,0.0,0.01289134438305709,0.0009208103130755065,0.011970534069981584,0.003683241252302026,0.0055248618784530384,0.001841620626151013,0.01289134438305709,0.0055248618784530384,0.001841620626151013,0.0,0.001841620626151013,0.0009208103130755065,0.03683241252302026,0.003683241252302026,0.003683241252302026,0.0,0.0,0.0009208103130755065,0.011970534069981584,0.0,0.0,0.0009208103130755065,0.02394106813996317,0.0,0.04143646408839779,0.06721915285451197,0.03222836095764273,0.020257826887661142,0.010128913443830571,0.004604051565377533,0.01289134438305709,0.058931860036832415,0.11786372007366483,0.01289134438305709,0.0009208103130755065,0.20165745856353592,0.0009208103130755065,0.0,0.06721915285451197,0.02117863720073665,0.0,0.049723756906077346,0.011049723756906077,0.0055248618784530384,0.003683241252302026,0.001841620626151013,0.001841620626151013,0.0,0.070902394106814,0.0,0.003683241252302026,0.034990791896869246,0.04788213627992634,0.001841620626151013,0.001841620626151013,0.011049723756906077,0.0027624309392265192,0.011049723756906077,0.0009208103130755065,0.003683241252302026,0.016574585635359115,0.0,0.08839779005524862,0.004604051565377533,0.0,0.04511970534069982,0.0,0.0,0.0,0.05064456721915286,0.011049723756906077,0.0,0.0,0.19337016574585636,0.011049723756906077,0.001841620626151013,0.11141804788213629,0.03222836095764273,0.04696132596685083,0.001841620626151013,0.003683241252302026,0.0,0.026703499079189688,0.0,0.02578268876611418,0.0027624309392265192,0.30570902394106814,0.16390423572744015,0.040515653775322284
2016-11-02,0.0,0.009414225941422594,0.0,0.0,0.0,0.0,0.0,0.007322175732217573,0.0,0.0010460251046025104,0.011506276150627616,0.0010460251046025104,0.0,0.0010460251046025104,0.0031380753138075313,0.0,0.0,0.0,0.0,0.0031380753138075313,0.0031380753138075313,0.02092050209205021,0.0010460251046025104,0.0031380753138075313,0.0,0.0,0.01882845188284519,0.005230125523012552,0.005230125523012552,0.0,0.0031380753138075313,0.0010460251046025104,0.0010460251046025104,0.0,0.0020920502092050207,0.0,0.06171548117154812,0.009414225941422594,0.009414225941422594,0.0,0.0,0.0010460251046025104,0.007322175732217573,0.0,0.0,0.0,0.03347280334728033,0.0,0.05753138075313807,0.0502092050209205,0.011506276150627616,0.01778242677824268,0.0,0.0020920502092050207,0.021966527196652718,0.06589958158995816,0.13807531380753138,0.016736401673640166,0.010460251046025104,0.1506276150627615,0.0,0.0,0.08368200836820083,0.028242677824267783,0.0,0.04184100418410042,0.005230125523012552,0.0010460251046025104,0.0020920502092050207,0.0010460251046025104,0.0,0.0,0.04184100418410042,0.0031380753138075313,0.0020920502092050207,0.014644351464435146,0.027196652719665274,0.0010460251046025104,0.0,0.01882845188284519,0.005230125523012552,0.007322175732217573,0.0010460251046025104,0.0020920502092050207,0.014644351464435146,0.0010460251046025104,0.0794979079497908,0.0020920502092050207,0.0,0.04707112970711297,0.011506276150627616,0.0,0.0,0.0700836820083682,0.02092050209205021,0.0,0.0,0.252092050209205,0.007322175732217573,0.014644351464435146,0.1297071129707113,0.053347280334728034,0.02092050209205021,0.005230125523012552,0.0031380753138075313,0.0,0.028242677824267783,0.0,0.03138075313807531,0.0010460251046025104,0.3389121338912134,0.1600418410041841,0.04184100418410042
2016-11-03,0.000859106529209622,0.00429553264604811,0.002577319587628866,0.0,0.000859106529209622,0.0,0.0,0.007731958762886598,0.0,0.0,0.002577319587628866,0.0,0.00429553264604811,0.001718213058419244,0.006013745704467354,0.002577319587628866,0.000859106529209622,0.0,0.0,0.001718213058419244,0.00429553264604811,0.00859106529209622,0.001718213058419244,0.0,0.001718213058419244,0.0,0.018900343642611683,0.003436426116838488,0.006872852233676976,0.000859106529209622,0.001718213058419244,0.01288659793814433,0.000859106529209622,0.0,0.000859106529209622,0.006013745704467354,0.0506872852233677,0.014604810996563574,0.005154639175257732,0.000859106529209622,0.006013745704467354,0.000859106529209622,0.007731958762886598,0.0,0.0,0.000859106529209622,0.030927835051546393,0.0,0.044673539518900345,0.054982817869415807,0.01804123711340206,0.023195876288659795,0.000859106529209622,0.006013745704467354,0.01288659793814433,0.0506872852233677,0.0859106529209622,0.00429553264604811,0.006872852233676976,0.2508591065292096,0.000859106529209622,0.0,0.06872852233676977,0.02147766323024055,0.0,0.070446735395189,0.014604810996563574,0.00429553264604811,0.001718213058419244,0.0,0.001718213058419244,0.0,0.054982817869415807,0.001718213058419244,0.003436426116838488,0.03350515463917526,0.05240549828178694,0.000859106529209622,0.000859106529209622,0.01288659793814433,0.007731958762886598,0.002577319587628866,0.001718213058419244,0.001718213058419244,0.012027491408934709,0.001718213058419244,0.0859106529209622,0.0,0.0,0.044673539518900345,0.001718213058419244,0.0,0.0,0.058419243986254296,0.015463917525773196,0.0,0.0,0.16838487972508592,0.002577319587628866,0.00859106529209622,0.1134020618556701,0.03865979381443299,0.05240549828178694,0.000859106529209622,0.002577319587628866,0.002577319587628866,0.02577319587628866,0.0,0.02147766323024055,0.001718213058419244,0.2860824742268041,0.1400343642611684,0.04896907216494845
2016-11-04,0.0011061946902654867,0.0022123893805309734,0.0,0.0011061946902654867,0.0,0.0,0.0,0.00663716814159292,0.0,0.0,0.0011061946902654867,0.0,0.0011061946902654867,0.0011061946902654867,0.01327433628318584,0.0,0.0011061946902654867,0.0,0.0,0.0011061946902654867,0.0055309734513274336,0.004424778761061947,0.0,0.00331858407079646,0.0,0.0,0.028761061946902654,0.0022123893805309734,0.007743362831858407,0.0,0.00663716814159292,0.0022123893805309734,0.0,0.0,0.0,0.0,0.046460176991150445,0.00331858407079646,0.0,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0011061946902654867,0.0,0.033185840707964605,0.0011061946902654867,0.059734513274336286,0.03650442477876106,0.007743362831858407,0.011061946902654867,0.0,0.004424778761061947,0.008849557522123894,0.06747787610619468,0.10619469026548672,0.00995575221238938,0.0022123893805309734,0.2079646017699115,0.00331858407079646,0.0,0.084070796460177,0.01991150442477876,0.004424778761061947,0.061946902654867256,0.012168141592920354,0.004424778761061947,0.0022123893805309734,0.00331858407079646,0.0022123893805309734,0.0,0.05309734513274336,0.0,0.0055309734513274336,0.016592920353982302,0.04535398230088496,0.0011061946902654867,0.0011061946902654867,0.01991150442477876,0.008849557522123894,0.017699115044247787,0.0011061946902654867,0.0011061946902654867,0.01991150442477876,0.0011061946902654867,0.09955752212389381,0.0011061946902654867,0.0,0.03982300884955752,0.0011061946902654867,0.0,0.0,0.05641592920353982,0.011061946902654867,0.0,0.0,0.20575221238938052,0.0,0.01327433628318584,0.12721238938053098,0.033185840707964605,0.025442477876106196,0.0011061946902654867,0.0055309734513274336,0.004424778761061947,0.033185840707964605,0.0,0.022123893805309734,0.0022123893805309734,0.32964601769911506,0.1581858407079646,0.05752212389380531
2016-11-05,0.0,0.003189792663476874,0.001594896331738437,0.003189792663476874,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.006379585326953748,0.009569377990430622,0.001594896331738437,0.001594896331738437,0.0,0.0,0.003189792663476874,0.007974481658692184,0.009569377990430622,0.0,0.0,0.0,0.001594896331738437,0.03189792663476874,0.001594896331738437,0.014354066985645933,0.0,0.009569377990430622,0.012759170653907496,0.0,0.0,0.0,0.001594896331738437,0.044657097288676235,0.007974481658692184,0.001594896331738437,0.0,0.0,0.0,0.019138755980861243,0.0,0.0,0.0,0.04784688995215311,0.0,0.0685805422647528,0.051036682615629984,0.02073365231259968,0.023923444976076555,0.0,0.004784688995215311,0.012759170653907496,0.051036682615629984,0.1291866028708134,0.012759170653907496,0.007974481658692184,0.2025518341307815,0.003189792663476874,0.0,0.09250398724082935,0.019138755980861243,0.0,0.0430622009569378,0.014354066985645933,0.003189792663476874,0.001594896331738437,0.0,0.001594896331738437,0.0,0.049441786283891544,0.0,0.011164274322169059,0.014354066985645933,0.03827751196172249,0.003189792663476874,0.0,0.030303030303030304,0.001594896331738437,0.009569377990430622,0.001594896331738437,0.003189792663476874,0.007974481658692184,0.0,0.10366826156299841,0.003189792663476874,0.0,0.030303030303030304,0.001594896331738437,0.0,0.0,0.05741626794258373,0.019138755980861243,0.0,0.0,0.21850079744816586,0.0,0.011164274322169059,0.12599681020733652,0.044657097288676235,0.03349282296650718,0.0,0.006379585326953748,0.0,0.023923444976076555,0.0,0.017543859649122806,0.003189792663476874,0.3253588516746411,0.13078149920255183,0.05901116427432217
2016-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.001557632398753894,0.0,0.003115264797507788,0.004672897196261682,0.001557632398753894,0.0,0.0,0.0,0.0,0.004672897196261682,0.006230529595015576,0.0,0.0,0.0,0.0,0.010903426791277258,0.001557632398753894,0.010903426791277258,0.0,0.003115264797507788,0.003115264797507788,0.0,0.0,0.001557632398753894,0.003115264797507788,0.03115264797507788,0.009345794392523364,0.001557632398753894,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.037383177570093455,0.0,0.05451713395638629,0.03894080996884735,0.010903426791277258,0.01557632398753894,0.001557632398753894,0.004672897196261682,0.014018691588785047,0.06697819314641744,0.09501557632398754,0.010903426791277258,0.001557632398753894,0.19158878504672897,0.0,0.0,0.08099688473520249,0.03115264797507788,0.0,0.037383177570093455,0.006230529595015576,0.0,0.003115264797507788,0.001557632398753894,0.001557632398753894,0.0,0.045171339563862926,0.001557632398753894,0.010903426791277258,0.012461059190031152,0.037383177570093455,0.003115264797507788,0.0,0.010903426791277258,0.0,0.009345794392523364,0.0,0.003115264797507788,0.020249221183800622,0.0,0.10747663551401869,0.004672897196261682,0.0,0.03894080996884735,0.001557632398753894,0.0,0.0,0.08411214953271028,0.01557632398753894,0.0,0.0,0.27102803738317754,0.0,0.003115264797507788,0.1059190031152648,0.06853582554517133,0.024922118380062305,0.0,0.003115264797507788,0.0,0.03582554517133956,0.0,0.03426791277258567,0.006230529595015576,0.3348909657320872,0.16199376947040497,0.045171339563862926
2016-11-07,0.0,0.0010695187165775401,0.0010695187165775401,0.0,0.0,0.0,0.0,0.0106951871657754,0.0,0.0,0.0,0.0,0.0,0.009625668449197862,0.011764705882352941,0.0,0.0,0.0,0.0032085561497326204,0.0,0.0,0.0053475935828877,0.0,0.006417112299465241,0.0,0.0,0.03636363636363636,0.0042780748663101605,0.012834224598930482,0.0,0.0021390374331550803,0.0053475935828877,0.0,0.0,0.0,0.0021390374331550803,0.045989304812834225,0.009625668449197862,0.0032085561497326204,0.0,0.006417112299465241,0.0,0.0021390374331550803,0.0,0.0,0.0,0.0374331550802139,0.0,0.053475935828877004,0.0374331550802139,0.0032085561497326204,0.011764705882352941,0.0010695187165775401,0.009625668449197862,0.0106951871657754,0.07058823529411765,0.13368983957219252,0.006417112299465241,0.0010695187165775401,0.1786096256684492,0.0010695187165775401,0.0,0.08342245989304813,0.02459893048128342,0.0032085561497326204,0.04385026737967915,0.0053475935828877,0.0,0.0032085561497326204,0.0021390374331550803,0.0,0.0010695187165775401,0.05561497326203209,0.0,0.006417112299465241,0.019251336898395723,0.044919786096256686,0.0010695187165775401,0.0,0.03529411764705882,0.0,0.0074866310160427805,0.0,0.0106951871657754,0.017112299465240642,0.0,0.0855614973262032,0.0010695187165775401,0.0,0.05668449197860963,0.0010695187165775401,0.0,0.0021390374331550803,0.07593582887700535,0.013903743315508022,0.0,0.0,0.2663101604278075,0.0053475935828877,0.008556149732620321,0.12192513368983957,0.039572192513368985,0.019251336898395723,0.0010695187165775401,0.012834224598930482,0.0,0.02459893048128342,0.0,0.027807486631016044,0.0032085561497326204,0.38074866310160427,0.19786096256684493,0.045989304812834225
2016-11-08,0.014213197969543147,0.0,0.0,0.0020304568527918783,0.0,0.0,0.0010152284263959391,0.0,0.0,0.0010152284263959391,0.0010152284263959391,0.0,0.0,0.0010152284263959391,0.0040609137055837565,0.0,0.0,0.0,0.0,0.0010152284263959391,0.0010152284263959391,0.016243654822335026,0.0010152284263959391,0.005076142131979695,0.0,0.0,0.019289340101522844,0.003045685279187817,0.009137055837563452,0.0,0.0040609137055837565,0.0020304568527918783,0.0,0.0,0.0,0.0,0.03756345177664975,0.005076142131979695,0.0020304568527918783,0.0010152284263959391,0.003045685279187817,0.0,0.006091370558375634,0.0,0.0,0.0,0.03248730964467005,0.0,0.04263959390862944,0.03959390862944162,0.009137055837563452,0.02233502538071066,0.003045685279187817,0.0040609137055837565,0.006091370558375634,0.05685279187817259,0.13705583756345177,0.005076142131979695,0.007106598984771574,0.15431472081218275,0.0,0.0,0.06091370558375635,0.008121827411167513,0.0,0.03756345177664975,0.01015228426395939,0.0020304568527918783,0.0020304568527918783,0.005076142131979695,0.0,0.013197969543147208,0.0416243654822335,0.0,0.0040609137055837565,0.016243654822335026,0.04365482233502538,0.009137055837563452,0.0,0.019289340101522844,0.0010152284263959391,0.01116751269035533,0.0,0.0020304568527918783,0.025380710659898477,0.0,0.09340101522842639,0.0,0.0,0.05380710659898477,0.0,0.0,0.0020304568527918783,0.07715736040609138,0.013197969543147208,0.0010152284263959391,0.0,0.22233502538071065,0.003045685279187817,0.008121827411167513,0.10558375634517767,0.03147208121827411,0.016243654822335026,0.003045685279187817,0.0040609137055837565,0.0,0.02131979695431472,0.0,0.01015228426395939,0.007106598984771574,0.38781725888324875,0.23248730964467004,0.05583756345177665
2016-11-09,0.005342831700801425,0.0,0.0,0.0,0.0,0.0,0.0,0.008904719501335707,0.0,0.0,0.0,0.0008904719501335708,0.0,0.004452359750667854,0.004452359750667854,0.0017809439002671415,0.0008904719501335708,0.0,0.0,0.0,0.0017809439002671415,0.01068566340160285,0.0008904719501335708,0.0008904719501335708,0.0,0.0,0.025823686553873553,0.0,0.005342831700801425,0.0017809439002671415,0.0017809439002671415,0.0008904719501335708,0.0008904719501335708,0.0,0.0026714158504007124,0.0008904719501335708,0.03383793410507569,0.003561887800534283,0.0,0.0,0.007123775601068566,0.0008904719501335708,0.009795191451469279,0.0,0.0,0.0,0.032056990204808546,0.0,0.051647373107747106,0.06411398040961709,0.020480854853072127,0.0213713268032057,0.0017809439002671415,0.007123775601068566,0.006233303650934996,0.08726625111308994,0.07658058771148708,0.004452359750667854,0.0008904719501335708,0.21816562778272486,0.0,0.0,0.06411398040961709,0.009795191451469279,0.0,0.05431878895814782,0.0213713268032057,0.0026714158504007124,0.003561887800534283,0.0026714158504007124,0.0,0.0017809439002671415,0.041852181656277826,0.0,0.005342831700801425,0.012466607301869992,0.03294746215494212,0.01068566340160285,0.0,0.02315227070347284,0.0008904719501335708,0.0213713268032057,0.0,0.007123775601068566,0.019590382902938557,0.0,0.07390917186108638,0.0,0.0,0.026714158504007122,0.0008904719501335708,0.0,0.0,0.06411398040961709,0.014247551202137132,0.0008904719501335708,0.0,0.1674087266251113,0.0008904719501335708,0.006233303650934996,0.0917186108637578,0.019590382902938557,0.03294746215494212,0.0,0.008904719501335707,0.0,0.024933214603739984,0.0,0.01068566340160285,0.005342831700801425,0.3499554764024933,0.17898486197684774,0.03561887800534283
2016-11-10,0.002583979328165375,0.0,0.003875968992248062,0.0,0.0,0.0,0.0012919896640826874,0.002583979328165375,0.0,0.0,0.0012919896640826874,0.0,0.0,0.002583979328165375,0.002583979328165375,0.0012919896640826874,0.0,0.0,0.0,0.0,0.002583979328165375,0.014211886304909561,0.0012919896640826874,0.0012919896640826874,0.0,0.0,0.014211886304909561,0.00516795865633075,0.003875968992248062,0.0,0.0,0.0,0.0012919896640826874,0.0,0.0,0.002583979328165375,0.03875968992248062,0.00904392764857881,0.002583979328165375,0.0,0.00904392764857881,0.0012919896640826874,0.00516795865633075,0.0,0.0,0.0,0.04780361757105943,0.0,0.06976744186046512,0.05426356589147287,0.012919896640826873,0.01937984496124031,0.0,0.003875968992248062,0.00904392764857881,0.05426356589147287,0.12532299741602068,0.0103359173126615,0.003875968992248062,0.18604651162790697,0.0,0.0,0.08656330749354005,0.025839793281653745,0.0,0.03229974160206718,0.006459948320413436,0.00904392764857881,0.0012919896640826874,0.0012919896640826874,0.0,0.00516795865633075,0.037467700258397935,0.002583979328165375,0.003875968992248062,0.015503875968992248,0.02454780361757106,0.003875968992248062,0.0,0.014211886304909561,0.0012919896640826874,0.020671834625323,0.0,0.0012919896640826874,0.02454780361757106,0.0,0.09302325581395349,0.007751937984496124,0.0,0.06330749354005168,0.0012919896640826874,0.0,0.0,0.05555555555555555,0.011627906976744186,0.0,0.0,0.24289405684754523,0.0,0.00516795865633075,0.12015503875968993,0.028423772609819122,0.023255813953488372,0.0,0.003875968992248062,0.0,0.021963824289405683,0.0,0.023255813953488372,0.011627906976744186,0.3268733850129199,0.1731266149870801,0.03359173126614987
2016-11-11,0.0022701475595913734,0.0011350737797956867,0.0011350737797956867,0.0011350737797956867,0.0,0.0,0.0011350737797956867,0.01362088535754824,0.0,0.0,0.0,0.0,0.0011350737797956867,0.0011350737797956867,0.00681044267877412,0.0,0.0,0.0,0.0011350737797956867,0.0,0.0,0.00340522133938706,0.0,0.0,0.0011350737797956867,0.0,0.02724177071509648,0.0011350737797956867,0.00340522133938706,0.0011350737797956867,0.0022701475595913734,0.0011350737797956867,0.0,0.0,0.0011350737797956867,0.0011350737797956867,0.036322360953461974,0.012485811577752554,0.0011350737797956867,0.0,0.00340522133938706,0.0,0.015891032917139614,0.0,0.0022701475595913734,0.0,0.03064699205448354,0.0011350737797956867,0.05902383654937571,0.04540295119182747,0.011350737797956867,0.019296254256526674,0.0,0.00340522133938706,0.011350737797956867,0.06923950056753689,0.1271282633371169,0.009080590238365494,0.0011350737797956867,0.13393870601589103,0.0,0.0,0.07945516458569807,0.02043132803632236,0.0,0.06129398410896708,0.021566401816118047,0.004540295119182747,0.0022701475595913734,0.0011350737797956867,0.0011350737797956867,0.0022701475595913734,0.03518728717366629,0.0,0.004540295119182747,0.02043132803632236,0.0340522133938706,0.004540295119182747,0.0022701475595913734,0.024971623155505107,0.00681044267877412,0.01021566401816118,0.0,0.0,0.007945516458569807,0.00681044267877412,0.07604994324631101,0.00340522133938706,0.0,0.02383654937570942,0.0,0.0,0.0,0.05561861520998865,0.00681044267877412,0.0022701475595913734,0.0,0.24290578887627695,0.007945516458569807,0.019296254256526674,0.11464245175936436,0.039727582292849034,0.026106696935300794,0.0,0.0022701475595913734,0.0,0.0340522133938706,0.0,0.019296254256526674,0.0056753688989784334,0.3620885357548241,0.18955732122587968,0.04199772985244041
